Timestamp,Facultad ,Sexo,Edad,Semestre(número),Orientación Sexual,Religión,Estatura(cm),Peso(kg),Cantidad de Parejas Sexuales,Edad Primera Vez,Activo Sexualmente,Frecuencia(Mes),Bachillerato de Origen,Hermanos Edades,Hermanos Sexos,Edad Padre,Escolaridad Padre,Edad Madre,Escolaridad Madre,Delegación,Has tenido relaciones con desconocidos,Consumes bebidas alcohólicas,Frecuencia de consumo al mes(número),Consumes marihuana,Frecuencia al mes(número)
2/5/2020 14:12:33,Facultad de Psicología,Masculino,18,2,Homosexual,Ateismo,1.67,50,4,15,Sí,2 veces por mes,CCH,"2 hermanos, 22 y 26",Masculino y femenino.,42,Licenciatura,43,Maestría,Estado de México,No,No,Ninguna.,No,Ninguna.
2/5/2020 14:12:46,Facultad de Psicología,Femenino,20,2,Heterosexual,Catolicismo,156,69,0,0,No,0,Otro,"14, 9","Masculino, masculino",49,Licenciatura,48,Licenciatura,Coyoacán,No,No,0,No,0
2/5/2020 14:14:28,Facultad de Psicología,Masculino,18,2,Bisexual,Catolicismo,1.7,73,5,13,Sí,2,Prepa,"26 años, 8 años ",Mujeres,47,Secundaria,45,Secundaria,Iztapalapa,Sí,Sí,20,No,Ninguna
2/5/2020 14:17:13,Facultad de Psicología,Masculino,19,4,Heterosexual,Catolicismo,176,76,5,16,Sí,9,Prepa,29,Mujer,48,Bachillerato,49,Bachillerato,Cuajimalpa de Morelos,Sí,Sí,2,No,0
2/5/2020 14:17:37,Facultad de Psicología,Masculino,20,4,Bisexual,Cristianismo,170,60,,,No,,Prepa,24,Hermana ,49,Secundaria,46,Carrera Técnica,Xochimilco,No,Sí,1,No,
2/5/2020 14:18:40,Facultad de Psicología,Femenino,19,4,Heterosexual,Catolicismo,1.53,48,2,17,No,6,CCH,18,Hombre,51,Carrera Técnica,49,Secundaria,Estado de México,No,Sí,2,No,
2/5/2020 14:19:44,Facultad de Psicología,Femenino,19,4,Heterosexual,Catolicismo,1.55,43,1,17,Sí,7,Prepa,"2, 13, 16","F, M, M",40,Bachillerato,38,,Álvaro Obregón,No,Sí,4,No,0
2/5/2020 14:22:40,Facultad de Psicología,Femenino,18,2,Heterosexual,Catolicismo,1.62,68,1,17,No,,Prepa,,,42,Secundaria,37,Bachillerato,Iztapalapa,No,Sí,1,No,
2/5/2020 14:23:04,Facultad de Psicología,Femenino,19,2,Heterosexual,Agnosticismo,1.6,43,1,18,Sí,4,Privada,"13,16",M F,60,Licenciatura,45,Maestría,Tlalpan,No,No,,No,
2/5/2020 14:23:36,Facultad de Psicología,Femenino,19,2,Bisexual,Catolicismo,147,55,5,15,Sí,8,CCH,"1, 29",Femenino,65,Licenciatura,51,Bachillerato,Gustavo A. Madero,No,Sí,4,No,0
2/5/2020 14:33:26,Facultad de Psicología,Femenino,19,4,Heterosexual,Catolicismo,155,50,1,17,No,,Prepa," 21, 11.","Femenino, masculino ",57,Bachillerato,50,,Xochimilco,No,No,,No,
2/5/2020 14:36:47,Facultad de Arquitectura,Masculino,21,2,Heterosexual,Agnosticismo,175,73,1,18,No,1 año 7 meses la última vez,Prepa,0,0,51,Bachillerato,49,Maestría,Estado de México,No,Sí,1,No,0
2/5/2020 15:38:20,Facultad de Psicología,Femenino,20,4,Bisexual,Catolicismo,154,60,4,16,Sí,1,Prepa,9 y 5 años,Masculino,50,Licenciatura,48,Licenciatura,Coyoacán,No,Sí,1,No,
2/5/2020 15:44:12,Facultad de Ingeniería,Masculino,19,2,Heterosexual,Ateismo,170,60,1,17,Sí,4 veces al mes ,Prepa,15 y 23,Masculino y femenino ,48,Licenciatura,,Bachillerato,Iztacalco,No,No,0,No,0
2/5/2020 15:56:12,Facultad de Medicina,Masculino,27,9,Heterosexual,Catolicismo,169,62,20,15,Sí,4,Privada,,,58,Licenciatura,57,Bachillerato,Magdalena Contreras,Sí,Sí,1,No,
2/5/2020 15:59:41,Facultad de Odontología,Femenino,19,2,Heterosexual,Catolicismo,160,55,0,0,No,0,CCH,"17, 20",Femenino ,43,Carrera Técnica,40,Licenciatura,Tlalpan,No,No,0,No,0
2/5/2020 16:08:16,Facultad de Ciencias Politicas y Sociales,Masculino,21,4,Heterosexual,Ateismo,181,75,1,16,Sí,4,Prepa,"30, 28, 20",Femenino ,55,Carrera Técnica,55,Carrera Técnica,Coyoacán,No,Sí,1-2,Sí,1
2/5/2020 16:15:38,Facultad de Psicología,Femenino,21,6,Heterosexual,Catolicismo,1.56,49,1,18,Sí,4-6 veces,CCH,2: 17 y 9 años,1,45,Carrera Técnica,44,Bachillerato,Álvaro Obregón,No,Sí,1-2 veces ,No,
2/5/2020 16:50:31,Facultad de Psicología,Masculino,19,4,Heterosexual,Ateismo,1.77,78,1,19,No,0,CCH,3 años y 2 hermanos,Masculino y femenino,48,Doctorado,49,Maestría,Cuauhtémoc,No,No,0,No,0
2/5/2020 20:51:57,Facultad de Derecho,Femenino,19,2,Heterosexual,Ateismo,1.55,68,2,15,Sí,Dos veces ,CCH,,,45,Licenciatura,44,Licenciatura,Estado de México,No,Sí,2 veces ,No,
2/5/2020 21:54:45,Facultad de Ciencias,Masculino,20,6,Heterosexual,Agnosticismo,1.67,68,3,16,No,1,CCH,15,Masculino,46,Bachillerato,41,Secundaria,Estado de México,No,Sí,4,No,
2/5/2020 23:13:12,Facultad de Derecho,Femenino,20,2,Heterosexual,Cristianismo,1.65,58,1,19,No,No por ahora ,Prepa,17,Femenino,,,40,Bachillerato,Coyoacán,No,Sí,2 veces a la semana,No,0
2/6/2020 14:25:38,Facultad de Ciencias Politicas y Sociales,Masculino,22,5,Heterosexual,Agnosticismo,1.68,70,2,21,Sí,1,Privada,20,Femenino,49,Maestría,49,Secundaria,Iztapalapa,No,Sí,7,No,
2/7/2020 8:37:56,Facultad de Ciencias,Masculino,19,4,Heterosexual,Agnosticismo,1.7,60,3,17,Sí,10,Prepa,15,Femenino,51,Licenciatura,50,Maestría,Miguel Hidalgo,No,Sí,3,No,0
2/7/2020 8:38:06,Facultad de Ciencias,Masculino,19,4,Heterosexual,Agnosticismo,1.7,60,3,17,Sí,10,Prepa,15,Femenino,51,Licenciatura,50,Maestría,Miguel Hidalgo,No,Sí,3,No,0
2/7/2020 8:40:13,Facultad de Ciencias,Femenino,20,4,Bisexual,Agnosticismo,151,43,6,16,Sí,1,CCH,"16,16","Femenino, masculino",45,Carrera Técnica,48,Carrera Técnica,Tlalpan,No,Sí,1,No,
2/7/2020 8:42:00,Facultad de Ciencias,Masculino,19,2,Heterosexual,Ateismo,175,70,4,16,Sí,4 veces ,CCH,18,Masculino ,48,Secundaria,50,Bachillerato,Estado de México,Sí,Sí,Una ,No,0
2/7/2020 8:43:02,Facultad de Ciencias,Femenino,19,4,Heterosexual,Catolicismo,155,50,1,18,Sí,1,Prepa,22,Masculino,51,Licenciatura,49,Licenciatura,Tláhuac,No,Sí,1,No,0
2/7/2020 8:43:34,Facultad de Ciencias,Femenino,18,2,Heterosexual,Agnosticismo,1.65,48,3,17,Sí,4,Prepa,0,0,55,Carrera Técnica,51,Licenciatura,Miguel Hidalgo,No,No,0,No,0
2/7/2020 8:44:03,Facultad de Ciencias,Masculino,18,2,Heterosexual,Ateismo,1.77,69,3,15,Sí,1,Prepa,15,Masculino,51,Carrera Técnica,50,Maestría,Estado de México,Sí,Sí,3,No,0
2/7/2020 8:44:33,Facultad de Ciencias,Masculino,18,2,Homosexual,Catolicismo,1.71,73,5,17,Sí,Una al mes ,Prepa,14,Femenino,41,Licenciatura,38,Licenciatura,Cuauhtémoc,No,Sí,2,No,0
2/7/2020 8:44:49,Facultad de Ciencias,Femenino,20,2,Heterosexual,Ateismo,172,59,2,16,Sí,3,Privada,0,0,56,Licenciatura,54,Licenciatura,Benito Juárez,No,Sí,3,No,0
2/7/2020 8:45:18,Facultad de Ciencias,Masculino,18,2,Heterosexual,Catolicismo,170,68,1,15,Sí,1 cada 3 meses,Prepa,"20, 10",Masculino,45,Bachillerato,44,Bachillerato,Benito Juárez,No,Sí,Ocacionalmente ,No,1
2/7/2020 8:45:56,Facultad de Ciencias,Femenino,20,4,Bisexual,Ateismo,170,60,2,16,Sí,4,CCH,16,Femenino,44,Carrera Técnica,43,Carrera Técnica,Gustavo A. Madero,No,Sí,1,No,
2/7/2020 8:46:00,Facultad de Ciencias,Femenino,19,4,Heterosexual,Ateismo,162,49,1,17,Sí,1,Prepa,10,Masculino,43,Bachillerato,42,Licenciatura,Gustavo A. Madero,No,Sí,1,No,0
2/7/2020 8:49:01,Facultad de Ciencias,Masculino,22,10,Heterosexual,Agnosticismo,181,98,2,20,No,0,Prepa,"35,30","Mujer, Mujer",69,Licenciatura,64,Bachillerato,Tlalpan,Sí,Sí,1,No,0
2/7/2020 8:49:05,Facultad de Ciencias,Femenino,19,2,Bisexual,Agnosticismo,152,51,1,16,,0,Prepa,22,Hombre,59,Doctorado,55,Doctorado,Coyoacán,No,Sí,5,No,0
2/7/2020 8:50:13,Facultad de Ciencias,Femenino,18,2,Heterosexual,Ateismo,1.63,67,1,17,Sí,1,CCH,15,Femenino,47,Licenciatura,47,Licenciatura,Gustavo A. Madero,No,Sí,3,No,0
2/7/2020 8:50:45,Facultad de Ciencias,Femenino,18,2,Heterosexual,Ateismo,1.63,67,1,17,Sí,1,CCH,15,Femenino,47,Licenciatura,47,Licenciatura,Gustavo A. Madero,No,Sí,3,No,0
2/7/2020 8:51:14,Facultad de Ciencias,Femenino,18,2,Heterosexual,Ateismo,1.5,54,0,,No,,Prepa,21,Masculino ,47,Secundaria,42,Bachillerato,Tláhuac,No,Sí,1,No,
2/7/2020 8:52:25,Facultad de Ciencias,Masculino,19,4,Heterosexual,Ateismo,182,76,1,18,Sí,5,Privada,14,Femenino,60,Doctorado,45,Doctorado,Tlalpan,No,Sí,2,No,
2/7/2020 8:53:09,Facultad de Ciencias,Femenino,18,2,Bisexual,Agnosticismo,165,60,0,,No,,Prepa,29,Masculino ,51,Licenciatura,51,Doctorado,Tlalpan,No,Sí,2,No,
2/7/2020 8:53:17,Facultad de Ciencias,Femenino,18,2,Bisexual,Agnosticismo,165,60,0,,No,,Prepa,29,Masculino ,51,Licenciatura,51,Doctorado,Tlalpan,No,Sí,2,No,
2/7/2020 8:53:30,Facultad de Ciencias,Masculino,20,2,Heterosexual,Agnosticismo,182,75,3,18,No,2,Privada,2,Hombres,58,Bachillerato,58,Licenciatura,Álvaro Obregón,No,Sí,6,Sí,1
2/7/2020 8:54:49,Facultad de Ciencias,Masculino,19,2,Bisexual,Agnosticismo,175,63,9,16,No,2,CCH,15,Femenino,50,Licenciatura,42,Secundaria,Coyoacán,Sí,Sí,3,No,0
2/7/2020 8:55:36,Facultad de Ciencias,Femenino,19,4,Heterosexual,Cristianismo,158,65,8,18,Sí,1,Privada,12,Hombre,45,Maestría,46,Licenciatura,Coyoacán,Sí,Sí,4,No,0
2/7/2020 8:56:17,Facultad de Ciencias,Masculino,23,6,Homosexual,Ateismo,167,70,500,14,Sí,6,CCH,29,Femenino,52,Secundaria,48,Bachillerato,Estado de México,Sí,Sí,2,Sí,1
2/7/2020 8:59:05,Facultad de Ciencias,Masculino,22,8,Heterosexual,Cristianismo,166,50,2,14,Sí,2,Prepa,23,Femenino,59,Licenciatura,58,Licenciatura,Tlalpan,No,No,0,No,0
2/7/2020 9:01:00,Facultad de Ciencias,Masculino,19,4,Heterosexual,Catolicismo,1.73,63,10,15,Sí,1,Otro,16,,55,Secundaria,58,Maestría,Coyoacán,No,Sí,2,No,
2/7/2020 9:02:35,Facultad de Ciencias,Femenino,22,8,Heterosexual,Cristianismo,168,70,1,19,Sí,1,Prepa,"11, 12","Masculino, femenino",45,Licenciatura,43,Licenciatura,Estado de México,No,No,2,No,0
2/7/2020 9:26:00,Facultad de Ciencias,Masculino,20,2,Heterosexual,Agnosticismo,175,55,5,16,No,,Prepa,,,,,41,Licenciatura,Estado de México,No,Sí,2,No,
2/7/2020 9:30:10,Facultad de Ciencias,Femenino,19,4,Heterosexual,Ateismo,1.65,50,5,15,Sí,1 o 2,Prepa,21,Masculino ,47,Carrera Técnica,44,Carrera Técnica,Iztapalapa,No,Sí,2,No,0
2/7/2020 9:30:14,Facultad de Ciencias,Masculino,20,4,Heterosexual,Agnosticismo,1.74,78.5,1,19,Sí,1,CCH,"2, 20 y 24",Un hombre y una mujer,47,Bachillerato,51,Bachillerato,Estado de México,No,Sí,2,No,0
2/7/2020 9:33:54,Facultad de Ciencias,Femenino,23,6,Heterosexual,Catolicismo,158,64,7,18,Sí,2 veces,Privada,20,Masculino,51,Carrera Técnica,50,Carrera Técnica,Álvaro Obregón,Sí,Sí,1,No,0
2/7/2020 9:34:34,Facultad de Ciencias,Femenino,19,2,Heterosexual,Ateismo,157,54,1,17,Sí,3,Privada,1,Femenino ,54,Licenciatura,54,Maestría,Magdalena Contreras,No,Sí,5,No,0
2/7/2020 9:49:49,Facultad de Ciencias,Femenino,20,2,Heterosexual,Ateismo,156,53,3,18,No,Cada 6 meses,Privada,"1 hermano, 22 años ",Masculino,54,Doctorado,54,Maestría,Coyoacán,Sí,Sí,4-6 veces al mes,No,0
2/7/2020 15:22:36,Facultad de Arquitectura,Femenino,20,4,Heterosexual,Catolicismo,162,70,1,17,No,Nada,Prepa,14 y 16,Hombre y mujer ,46,Bachillerato,46,Bachillerato,Estado de México,No,Sí,4 veces ,No,Nada
2/7/2020 15:23:30,Facultad de Ingeniería,Masculino,22,3,Heterosexual,Ateismo,180,65,4,15,Sí,2,Prepa,0,0,43,Secundaria,50,Licenciatura,Coyoacán,No,Sí,4,Sí,2
2/7/2020 15:24:34,Facultad de Ingeniería,Masculino,18,2,Heterosexual,Catolicismo,1.87,67,1,17,Sí,1 cada año,Prepa,22 y3,Mujeres,55,Licenciatura,56,Licenciatura,Azcapotzalco,No,Sí,2,No,Nunca
2/7/2020 15:25:03,Facultad de Ciencias,Femenino,18,2,Heterosexual,Agnosticismo,168,77,1,18,No,,Prepa,22,Femenino,,,49,Carrera Técnica,Azcapotzalco,No,No,,Sí,12
2/7/2020 15:28:06,Facultad de Economía,Femenino,20,4,Heterosexual,Cristianismo,1.6,62,2,16,No,Cada año :( ,Prepa,20,Masculino,50,Licenciatura,49,Licenciatura,Iztapalapa,No,Sí,15,No,
2/7/2020 15:32:09,Facultad de Medicina,Femenino,18,2,Heterosexual,Catolicismo,1.55,51,1,17,No,1,Prepa,"17, 10","F, M",40,Secundaria,37,Carrera Técnica,Venustiano Carranza,No,Sí,2,Sí,1
2/7/2020 15:32:11,Facultad de Economía,Femenino,18,2,Heterosexual,Agnosticismo,1.6,55,8,16,Sí,2,Prepa,15,Femenino ,56,Licenciatura,44,Licenciatura,Iztacalco,No,Sí,5,Sí,1
2/7/2020 15:32:13,Facultad de Ciencias Politicas y Sociales,Femenino,18,2,Heterosexual,Agnosticismo,154,50,1,18,No,,Prepa,23,Femenino,49,Maestría,49,Maestría,Iztapalapa,No,Sí,2,Sí,1 vez o menos
2/7/2020 15:32:35,Facultad de Contaduría y Administración,Femenino,18,2,Heterosexual,Agnosticismo,153,60,1,15,Sí,4,Prepa,,,45,Bachillerato,54,Secundaria,Estado de México,No,Sí,2,Sí,1
2/7/2020 15:32:45,Facultad de Contaduría y Administración,Femenino,18,2,Heterosexual,Agnosticismo,153,60,1,15,Sí,4,Prepa,,,45,Bachillerato,54,Secundaria,Estado de México,No,Sí,2,Sí,1
2/7/2020 15:42:35,Facultad de Economía,Masculino,19,2,Heterosexual,Catolicismo,169,59,10,15,Sí,4,Prepa,9,Femenino ,42,Licenciatura,40,Licenciatura,Cuajimalpa de Morelos,No,Sí,4,Sí,1
2/7/2020 15:43:17,Facultad de Economía,Masculino,20,4,Heterosexual,Ateismo,177,64,4,16,Sí,3,Privada,39 ; 38,Hombre y mujer ,59,Bachillerato,60,Licenciatura,Coyoacán,Sí,Sí,4,Sí,20
2/7/2020 15:47:38,Facultad de Economía,Masculino,20,4,Heterosexual,Catolicismo,172,80,1,19,Sí,2,Prepa,30,Mujer,62,Licenciatura,57,Licenciatura,Coyoacán,No,Sí,5,No,0
2/7/2020 15:48:14,Facultad de Ciencias,Femenino,19,4,Heterosexual,Catolicismo,162,70,0,,No,,Prepa,2,Masculinos,50,Carrera Técnica,47,Licenciatura,Benito Juárez,No,Sí,2,No,0
2/7/2020 15:48:18,Facultad de Ciencias,Femenino,19,4,Heterosexual,Agnosticismo,160,58,2,17,No,1,Prepa,25,Hombre ,46,Licenciatura,46,Licenciatura,Iztapalapa,No,Sí,2-3,No,0
2/7/2020 16:01:26,Facultad de Psicología,Femenino,22,6,Heterosexual,Catolicismo,150,56,7,17,Sí,35,,23 y 8,Femenino,49,Secundaria,41,Secundaria,Álvaro Obregón,No,Sí,10,Sí,2
2/7/2020 19:19:24,Facultad de Arquitectura,Femenino,19,4,Heterosexual,Ateismo,170,60,3,15,Sí,4-7 veces,CCH,16 y 21,F y M,50,Licenciatura,47,Licenciatura,Benito Juárez,Sí,Sí,2-4 veces,No,
2/8/2020 6:36:14,Facultad de Ciencias,Femenino,19,4,Heterosexual,Agnosticismo,160,58,2,17,No,1,Prepa,25,Hombre ,46,Licenciatura,46,Licenciatura,Iztapalapa,No,Sí,2-3,No,0
2/8/2020 7:42:43,Facultad de Medicina,Femenino,18,2,Heterosexual,Catolicismo,1.55,51,1,17,No,1,Prepa,"17, 10","F, M",40,Secundaria,37,Carrera Técnica,Venustiano Carranza,No,Sí,2,Sí,1
2/8/2020 17:49:18,Facultad de Ciencias,Masculino,18,2,Heterosexual,Catolicismo,1.67,56,1,17,No,0,Prepa,24,Masculino,50,Licenciatura,47,Licenciatura,Tlalpan,Sí,Sí,6,No,0
2/9/2020 20:40:43,Facultad de Química,Femenino,21,8,Heterosexual,Ateismo,1.64,57,0,0,No,,Prepa,3,M,60,Secundaria,53,Secundaria,Venustiano Carranza,No,No,,No,
2/11/2020 10:01:44,Facultad de Psicología,Femenino,20,6,Heterosexual,Cristianismo,1.48,50,1,17,Sí,3,CCH,"24, 32 ","Femenino, Masculino ",55,Secundaria,51,Carrera Técnica,Iztapalapa,No,Sí,1,No,0
2/18/2020 20:12:38,Facultad de Arquitectura,Masculino,20,4,Bisexual,Agnosticismo,170,72,4,13,Sí,1,Otro,27,Hombre ,55,Bachillerato,58,Licenciatura,Iztacalco,Sí,Sí,1,No,
2/25/2020 15:12:37,Facultad de Medicina,Femenino,19,4,Heterosexual,Catolicismo,1.57,49.5,2,17,No,,Prepa,"30, 28, 18","F,F,M",56,Licenciatura,54,Licenciatura,Iztapalapa,No,Sí,2 veces ,No,0
2/25/2020 15:15:54,Facultad de Ingeniería,Masculino,19,2,Heterosexual,Catolicismo,167,57,1,16,Sí,1,Prepa,15,Masculino ,45,Secundaria,44,Carrera Técnica,Cuauhtémoc,No,Sí,2,No,
2/25/2020 15:16:11,Facultad de Arquitectura,Masculino,21,6,Heterosexual,Agnosticismo,1.75,75,10,15,Sí,4,CCH,25 y 29,Femenino,45,Licenciatura,47,Licenciatura,Tláhuac,No,Sí,1,No,0
2/25/2020 15:16:27,Facultad de Arquitectura,Masculino,21,6,Heterosexual,Catolicismo,1.78,73,1,15,No,Lustro,Prepa,21,Masculino,21,Secundaria,50,Carrera Técnica,Iztapalapa,No,Sí,Mensual,No,
2/25/2020 15:21:23,Facultad de Arquitectura,Masculino,20,4,Heterosexual,Catolicismo,170,55,7,13,No,2,Prepa,"16, 28",Hombres,45,Licenciatura,47,Bachillerato,Iztacalco,Sí,Sí,4,No,
2/25/2020 15:27:56,Facultad de Arquitectura,Femenino,21,6,Heterosexual,Ateismo,1.6,75,2,15,Sí,4,Prepa,"29,30","Masculino, femenino",57,Secundaria,62,Secundaria,Álvaro Obregón,No,Sí,2,Sí,4
2/25/2020 15:28:01,Facultad de Arquitectura,Femenino,21,6,Bisexual,Ateismo,1.6,60,1,17,Sí,4 o 5,Prepa,"19, 13","Masculino, masculino ",39,Licenciatura,39,Maestría,Álvaro Obregón,No,Sí,1 a 2,Sí,2 a 4
2/25/2020 15:28:24,Facultad de Arquitectura,Femenino,21,6,Heterosexual,Ateismo,172,70,1,20,Sí,4,Prepa,26,Masculino ,52,Carrera Técnica,46,Carrera Técnica,Cuauhtémoc,No,No,0,Sí,De 2 a 4
2/25/2020 15:29:04,Facultad de Arquitectura,Femenino,23,8,Bisexual,Agnosticismo,1.67,55,8,17,Sí,5,Prepa,7,,41,Licenciatura,40,Licenciatura,Iztacalco,No,Sí,3,No,0
2/25/2020 15:29:53,Facultad de Arquitectura,Femenino,23,6,Heterosexual,Catolicismo,1.55,50,1,20,Sí,1,Prepa,"20, 12","Femenino, femenino ",54,Doctorado,54,Carrera Técnica,Estado de México,No,Sí,2,No,-
2/25/2020 15:32:02,Facultad de Ingeniería,Femenino,21,8,Heterosexual,Ateismo,153,560,7,15,No,0,Prepa,23 y 26,Masculino ,56,Licenciatura,56,Bachillerato,Gustavo A. Madero,No,Sí,5,No,0
2/25/2020 15:33:17,Facultad de Ciencias,Masculino,19,2,Heterosexual,Ateismo,180,65,1,18,Sí,1,Prepa,15,Mujer,51,Bachillerato,49,Licenciatura,Tlalpan,No,Sí,1,No,0
2/25/2020 15:34:22,Facultad de Arquitectura,Femenino,24,5,Heterosexual,Agnosticismo,1.61,57,1,20,No,0,Privada,"38,35,30,28,26","Femenino, femenino, femenino, femenino, femenino ",71,Licenciatura,62,Licenciatura,Cuauhtémoc,No,Sí,0,No,0
2/25/2020 15:35:08,Facultad de Arquitectura,Femenino,18,2,Heterosexual,Agnosticismo,157,44,1,14,Sí,1,Prepa,15,Mujer,46,Licenciatura,46,Licenciatura,Iztapalapa,No,Sí,1,No,0
2/25/2020 15:38:32,Facultad de Arquitectura,Femenino,24,8,Heterosexual,Catolicismo,1.6,58,1,19,Sí,4,Privada,"Masculino 36, femenino 33, masculino 27","Masculino heterosexual, femenino heterosexual, masculino heterosexual",60,Licenciatura,63,Bachillerato,Venustiano Carranza,No,Sí,4,Sí,1
2/25/2020 15:45:02,Facultad de Arquitectura,Masculino,24,9,Heterosexual,Catolicismo,180,80,5,15,Sí,Dos veces al mes,CCH,20,Femenino,56,Licenciatura,56,Licenciatura,Tlalpan,Sí,Sí,15,Sí,1
2/25/2020 15:45:03,Facultad de Arquitectura,Femenino,23,10,Heterosexual,Catolicismo,159,60,4,18,Sí,2,Privada,19,Masculino,51,Licenciatura,53,Licenciatura,Coyoacán,No,Sí,1,No,
2/25/2020 15:45:04,Facultad de Ingeniería,Masculino,20,4,Heterosexual,Cristianismo,175,97,0,,No,,CCH,,,52,Secundaria,48,Secundaria,Estado de México,No,Sí,1,No,0
2/25/2020 15:47:21,Facultad de Arquitectura,Femenino,18,2,Heterosexual,Catolicismo,1.7,59,1,18,Sí,Uno,Prepa,22,Hombres,54,Licenciatura,50,Licenciatura,Coyoacán,No,Sí,2,No,No
2/25/2020 15:50:39,Facultad de Arquitectura,Femenino,19,4,Bisexual,Catolicismo,175,75,19,15,No,3,CCH,1,Mujer,56,Licenciatura,56,Licenciatura,Iztapalapa,Sí,Sí,3,Sí,31
2/25/2020 15:50:41,Facultad de Arquitectura,Femenino,21,4,Heterosexual,Agnosticismo,154,57,3,14,No,0,Prepa,"1,26",Femenino,61,Licenciatura,0,Carrera Técnica,Miguel Hidalgo,No,Sí,1,No,0
2/25/2020 15:50:49,Facultad de Arquitectura,Masculino,20,4,Heterosexual,Ateismo,170,64,1,16,Sí,2,CCH,30 y 35,Femenino,54,Secundaria,53,Secundaria,Miguel Hidalgo,No,Sí,3,No,Nunca
2/25/2020 15:51:49,Facultad de Arquitectura,Femenino,19,4,Heterosexual,Catolicismo,1.57,50,0,0,No,,CCH,"26, 21, 19","Femenino, Femenino, Femenino",65,Licenciatura,55,Secundaria,Cuauhtémoc,No,No,0,No,0
2/25/2020 15:54:29,Facultad de Arquitectura,Masculino,19,2,Heterosexual,Catolicismo,1.72,65,3,16,Sí,1,CCH,22,Masculino,45,Bachillerato,42,Bachillerato,Xochimilco,Sí,Sí,2,No,
2/25/2020 15:55:33,Facultad de Arquitectura,Masculino,19,3,Heterosexual,Cristianismo,1.65,56,5,15,Sí,12,CCH,18,Femenino,42,Carrera Técnica,42,Carrera Técnica,Iztacalco,No,Sí,3,No,
2/25/2020 16:07:36,Facultad de Ingeniería,Femenino,22,6,Bisexual,Ateismo,150,45,6,16,Sí,9,Prepa,28,Femenino,69,Licenciatura,57,Licenciatura,Coyoacán,No,Sí,7,No,0
2/26/2020 7:08:48,Facultad de Arquitectura,Femenino,18,2,Heterosexual,Catolicismo,1.7,59,1,18,Sí,Uno,Prepa,22,Hombres,54,Licenciatura,50,Licenciatura,Coyoacán,No,Sí,2,No,No